text,label,lang
大惊失色,惊讶,zh
开心地跳着拍手,高兴,zh
愤愤地握拳,生气,zh
困惑地歪着脑袋看你,疑惑,zh
突然乱码,难为情,zh
用尾巴尖轻轻扫地面,无奈,zh
泪水决堤,哭泣,zh
深吸一口气,紧张,zh
头微微后仰避开气味,厌恶,zh
兴奋地拍打方向盘,高兴,zh
激动地抓着钥匙跳,高兴,zh
something bad is going to happen,担心,en
悄悄拽住你的衣角,高兴,zh
扑进你怀里蹭蹭,高兴,zh
慌张地打翻东西,慌张,zh
i'm too tired to care anymore,无奈,en
满足地舔舔嘴唇,高兴,zh
极度惊恐,慌张,zh
喉头发紧,紧张,zh
悠闲,平静,zh
怀疑地眯眼,疑惑,zh
何か悪いことが起こりそう,担心,ja
悠然自得,自信,zh
耳朵害羞地抖了抖,害羞,zh
扶着脸颊叹气,无奈,zh
轻轻拍了拍衣服,厌恶,zh
难掩渴求,心动,zh
养神,平静,zh
too scared to move,害怕,en
吓得不敢动,害怕,zh
feeling calm and relaxed,平静,en
用尾巴把自己稍微裹住,无奈,zh
蹦跳着拍打沙发,高兴,zh
咬牙切齿,生气,zh
心が躍るような気分,高兴,ja
下意识地捏紧衣角,慌张,zh
兴奋地拍打墙壁,高兴,zh
慌张地深呼吸,慌张,zh
my heart aches so much,哭泣,en
始料未及,惊讶,zh
冷淡,平静,zh
把围巾绑脚,调皮,zh
i can't stop thinking about you,心动,en
翻开书本,认真,zh
哼了一声转身,生气,zh
胡言乱语,难为情,zh
手臂抱紧身体,害怕,zh
把纸巾撕碎,调皮,zh
害怕地紧贴墙壁,害怕,zh
见之骇然,惊讶,zh
用指腹轻轻搓耳垂,无奈,zh
泪落掌心,哭泣,zh
气鼓鼓,生气,zh
困惑地自言自语,疑惑,zh
局促,紧张,zh
彻底破防,哭泣,zh
开心地小跑着欢呼,高兴,zh
can't help but tease you,调皮,en
把眼镜戴歪,调皮,zh
咽了咽口水,害怕,zh
假装要绊脚,调皮,zh
手足无措地搓着衣角,害怕,zh
调皮地蹦跳,调皮,zh
羞耻漏气,难为情,zh
疲れて何もしたくない,无奈,ja
轻轻用尾巴遮住脸,害羞,zh
不服气地挺胸,认真,zh
i'm completely losing control,慌张,en
嘴角微微颤抖,害羞,zh
困惑地歪着尾巴表示不解,疑惑,zh
抽抽搭搭,哭泣,zh
嫌弃地甩了甩手,厌恶,zh
捂脸跑,难为情,zh
惊愕,惊讶,zh
快乐地左右摇摆身体,高兴,zh
不解地歪着耳朵听你讲述,疑惑,zh
嘴角微微下撇,厌恶,zh
开心地拍打膝盖,高兴,zh
兴奋地拍打大腿,高兴,zh
成瘾性反应,心动,zh
轻轻眨眼,高兴,zh
快乐地左右扭动,高兴,zh
紧张地深呼吸,紧张,zh
左顾右盼,慌张,zh
害怕地盯着地面,害怕,zh
稳操胜算,自信,zh
濡染,心动,zh
排卵期躁动,心动,zh
绞着衣角,慌张,zh
摇着尾巴贴近你,高兴,zh
厌恶地握紧拳头,厌恶,zh
认真地回忆,认真,zh
手足无措地揪着衣角,害羞,zh
死鱼眼看向一旁,无奈,zh
用指节轻轻敲脑袋,无奈,zh
嫌弃地斜眼看,厌恶,zh
使坏,调皮,zh
撅着嘴瞪你,生气,zh
耳朵害怕地抖了一下,害怕,zh
臣服欲望,心动,zh
身体微微颤抖,害怕,zh
假哭骗人,调皮,zh
恐惧地发抖,害怕,zh
歪着头思考,认真,zh
调皮地吐舌头,调皮,zh
不安地搓着衣角,担心,zh
社会性死亡,难为情,zh
害羞地轻轻跺脚,害羞,zh
皱着眉思考,认真,zh
不安地扯着衣服,慌张,zh
惊慌,慌张,zh
细细品味,认真,zh
手指无意识地敲击,紧张,zh
子宫收缩,心动,zh
索取更多,心动,zh
吃惊地捂住胸口,惊讶,zh
快乐地晃着上半身,高兴,zh
突然害羞,害羞,zh
潮红,心动,zh
入梦,平静,zh
目光坚定,认真,zh
悄悄地往你身后缩,害怕,zh
慌乱地摆动着尾巴,慌张,zh
微微低头盯着地面,害羞,zh
不好意思地笑,难为情,zh
手指不停搅动,慌张,zh
耳朵尖微微发烫,害羞,zh
眼泪汪汪,害怕,zh
语无伦次,慌张,zh
眼神闪烁,害羞,zh
兴奋地拍打衣柜,高兴,zh
胜券在握,自信,zh
轻轻碰了碰你的脸,高兴,zh
性感带觉醒,心动,zh
惊恐地腿软,害怕,zh
面无表情,平静,zh
泪如断珠,哭泣,zh
手舞足蹈地转圈圈,高兴,zh
凝视着前方,认真,zh
快乐地晃着双脚,高兴,zh
i'm so nervous i can't focus,紧张,en
惊异非常,惊讶,zh
完全に予想外だった,惊讶,ja
困惑地歪着脑袋思考你说的事情,疑惑,zh
生殖崇拜,心动,zh
惊恐地看着前方,害怕,zh
紧张地左顾右盼,担心,zh
恐惧地咬着手指,害怕,zh
气得直跺脚,生气,zh
手臂僵硬,紧张,zh
一歩も前に進めない,害怕,ja
困惑地竖起耳朵,疑惑,zh
假装要扑倒,调皮,zh
窒息,紧张,zh
害羞地低下头去,害羞,zh
哭到捶地,哭泣,zh
羞耻打滚,难为情,zh
哭到打颤,哭泣,zh
得意地挺胸,高兴,zh
松了口气,平静,zh
嘴角微微翘起,高兴,zh
端起咖啡继续思考,认真,zh
用指甲轻轻刮手臂,无奈,zh
情动,心动,zh
扑闪着大眼睛,高兴,zh
发情标记,心动,zh
泪痕交错,哭泣,zh
i can't believe my eyes,惊讶,en
不安地揪衣角,担心,zh
轻松驾驭,自信,zh
吓了一大跳,惊讶,zh
不悦地盯着你,生气,zh
平稳,平静,zh
临危不乱,自信,zh
屈服,哭泣,zh
意识朦胧,慌张,zh
羞耻滑跪,难为情,zh
惊厥,惊讶,zh
泪沾睫毛,哭泣,zh
不解地歪着头思考你的解释,疑惑,zh
闷闷不乐地踢地板,生气,zh
兴奋地拍着爪子,高兴,zh
突然破功笑出来,高兴,zh
不可思议,惊讶,zh
手指轻点书页,认真,zh
紧张地握紧又松开,紧张,zh
兴奋地拍手,高兴,zh
不解地看着你,疑惑,zh
双手握紧不知所措,害怕,zh
紧张地竖起耳朵听,担心,zh
纳闷地挠挠头,疑惑,zh
突然站起来,慌张,zh
用手指轻轻点太阳穴,无奈,zh
掩面而泣,哭泣,zh
悄悄躲到阴影里,害怕,zh
灵光一闪,自信,zh
得意挑眉,自信,zh
轻轻拽住你的手,高兴,zh
愤愤不平,生气,zh
泪迹斑斑,哭泣,zh
悄悄握紧拳头,害羞,zh
悄悄地躲开视线,害羞,zh
突然坏笑,调皮,zh
溢出呻吟,心动,zh
用手指轻轻点嘴唇,无奈,zh
思わず顔が近づいてしまう,心动,ja
悠然,平静,zh
平心静气,平静,zh
慢慢整理逻辑,认真,zh
悄悄躲到你身后,害羞,zh
疑惑地歪着头表示困惑,疑惑,zh
惊恐地尖叫,害怕,zh
沉着冷静,认真,zh
闲庭信步,自信,zh
不自觉地绞着手指,紧张,zh
偷拍丑照,调皮,zh
哭到头痛,哭泣,zh
deep in concentration,认真,en
欢快地转圈,高兴,zh
口齿不清,难为情,zh
张开双手迎接你,高兴,zh
困惑地歪着脑袋发出困惑的呜声,疑惑,zh
嫌弃地晃了晃耳朵,厌恶,zh
哭到踢腿,哭泣,zh
嘟起嘴巴翻白眼,生气,zh
胸口起伏,心动,zh
渴求征服,心动,zh
兴奋地拍桌子,高兴,zh
突然猫叫,难为情,zh
激动得耳朵抖动,高兴,zh
困惑地歪头,疑惑,zh
开心地晃着脑袋,高兴,zh
尾巴害羞地缩起来,害羞,zh
眼睛亮晶晶,高兴,zh
手脚乱晃,慌张,zh
双手抱拳欢呼,高兴,zh
小腹燥热,心动,zh
身の毛もよだつような恐怖,害怕,ja
害羞地捂住嘴巴,害羞,zh
脸上洋溢着笑意,高兴,zh
开心地蹦跳着唱歌,高兴,zh
用指腹轻轻摩挲杯沿,无奈,zh
脚尖轻轻踮起,高兴,zh
摇头晃脑,高兴,zh
勾唇,自信,zh
突然不知所措,慌张,zh
默然,平静,zh
失神,慌张,zh
手足无措地站着,害羞,zh
皱起鼻子,厌恶,zh
扶了扶眼镜,认真,zh
主动索吻,心动,zh
快乐地左右摇晃,高兴,zh
嫌弃地用手指弹开,厌恶,zh
开心地摇摆身体,高兴,zh
気味が悪くて鳥肌が立つ,厌恶,ja
垂着尾巴不想动弹,无奈,zh
厌恶地揪衣角,厌恶,zh
抖着耳朵笑,高兴,zh
耳朵不满地抖动,生气,zh
雀跃地扑腾,高兴,zh
难以置信地摇头,惊讶,zh
用围巾捆手,调皮,zh
开心地小跳着哼歌,高兴,zh
嫌弃地侧身躲开,厌恶,zh
漫不经心,平静,zh
安眠,平静,zh
用手指卷着头发发呆,无奈,zh
暴怒,生气,zh
不爽地哼一声,生气,zh
紧张地绞着自己的尾巴,害羞,zh
腹が立って仕方がない,生气,ja
不耐烦地叹了口气,厌恶,zh
飘然,平静,zh
耳朵微微抖动,高兴,zh
慌张地语无伦次,慌张,zh
不解地歪着头思考你的讲述,疑惑,zh
撇了撇嘴,厌恶,zh
慵懒,平静,zh
真剣に考え込んでいる,认真,ja
偷偷笑出声,高兴,zh
瞬间害羞到冒烟,害羞,zh
完全没想到,惊讶,zh
百无聊赖,平静,zh
聚精会神,认真,zh
焦虑地咬着嘴唇,担心,zh
害怕地抓住衣角,害怕,zh
气吞山河,自信,zh
高兴摇晃着尾巴,高兴,zh
突然返祖,难为情,zh
泪染脸颊,哭泣,zh
哭到捂胸,哭泣,zh
饥渴,心动,zh
小爪子比心,高兴,zh
假装要咬人,调皮,zh
疑惑地歪着头表示不明白,疑惑,zh
惊为天人,惊讶,zh
无声流泪,哭泣,zh
把刘海往后捋叹气,无奈,zh
成瘾性臣服,心动,zh
偷喝对方水,调皮,zh
安逸,平静,zh
掌控全局,自信,zh
皱着鼻子撅嘴,生气,zh
嫌弃地吹气,厌恶,zh
冥想,平静,zh
羞耻蹬腿,难为情,zh
高高跃起,高兴,zh
担心地来回踱步,担心,zh
把鞋藏床底,调皮,zh
激动地原地蹦跳,高兴,zh
耳朵兴奋地抖动,高兴,zh
开心地拍打自己的脸,高兴,zh
放空,平静,zh
轻轻咬住嘴唇,害羞,zh
眼里满是笑意,高兴,zh
哭到抽搐,哭泣,zh
嘟囔着抱怨,生气,zh
i want to throw up,厌恶,en
私处湿润,心动,zh
紧张地咽口水,紧张,zh
睥睨一切,自信,zh
打盹,平静,zh
突然贴脸,调皮,zh
耳朵耸拉下来,紧张,zh
双手抱胸思考,认真,zh
不安地揉着耳朵,担心,zh
嫌弃地皱起鼻尖,厌恶,zh
兴奋地拍打椅背,高兴,zh
紧紧攥拳,生气,zh
快乐地左右晃着腿,高兴,zh
快乐地左右摇摆椅子,高兴,zh
反感地搓手臂,厌恶,zh
心惊肉跳,惊讶,zh
托腮静思,认真,zh
偷换饮料,调皮,zh
迷恋气息,心动,zh
仓皇失措,慌张,zh
点头思索,认真,zh
揉着眉心叹气,无奈,zh
不解地皱眉,疑惑,zh
开心地蹦着转圈,高兴,zh
低头玩手指不想搭理,无奈,zh
手足无措,慌张,zh
巢穴本能,心动,zh
不安地看向门口,担心,zh
突然结巴,难为情,zh
自信微笑,自信,zh
指尖游移,心动,zh
警惕,紧张,zh
跺脚表达不满,生气,zh
困惑地歪着脑袋思考你的意思,疑惑,zh
举棋若定,自信,zh
炸毛地抖动尾巴,生气,zh
紧绷,紧张,zh
用手指绕着圈玩,无奈,zh
摆摆手表示放弃争论,无奈,zh
突然发现,紧张,zh
忐忑,紧张,zh
从容应对,自信,zh
害怕地垂下眼,害怕,zh
掌控自如,自信,zh
从容淡定,自信,zh
穴があったら入りたい,难为情,ja
担心地皱眉,担心,zh
恶作剧,调皮,zh
快乐地左右晃动手臂,高兴,zh
迫不及待地点头,高兴,zh
渴望成结,心动,zh
用尾巴轻轻缠住脚踝,无奈,zh
突然举高高,调皮,zh
困惑地歪着脑袋思考你的解释,疑惑,zh
决胜帷幄,自信,zh
轻快地甩尾巴,高兴,zh
双手合十露出笑容,高兴,zh
腰身发颤,心动,zh
发愁,担心,zh
古井无波,平静,zh
用手指轻轻点耳后,无奈,zh
崇拜雄性力,心动,zh
耐心地研读,认真,zh
吓得全身僵硬,害怕,zh
耳朵向后压,生气,zh
翻着白眼冷哼,生气,zh
偷瞄,害羞,zh
兴奋地拍打冰箱门,高兴,zh
兴奋地摇晃着尾巴,高兴,zh
my blood is boiling,生气,en
认真地调整耳机,认真,zh
意外之极,惊讶,zh
张口结舌,惊讶,zh
突然短路,难为情,zh
疑惑地歪着头表示疑问,疑惑,zh
不知所措地低下头,害羞,zh
媚眼如丝,心动,zh
瞬间呆住,惊讶,zh
担心地绞着尾巴,担心,zh
耳朵兴奋地颤抖,高兴,zh
analyzing every detail carefully,认真,en
渴望被占有,心动,zh
开心地蹦跳着说话,高兴,zh
羞耻打嗝,难为情,zh
i'm so furious right now,生气,en
泪打转儿,哭泣,zh
腿心黏腻,心动,zh
原地转圈,难为情,zh
血圧が上がるほど怒った,生气,ja
阅读着文件,认真,zh
下意识地往后缩,害怕,zh
被开发身体,心动,zh
瞬间手足无措,慌张,zh
幻想妊娠,心动,zh
用便签贴脸,调皮,zh
担心地搓手指,担心,zh
慌乱,慌张,zh
悄悄往后退了一步,害羞,zh
害怕地闭紧眼,害怕,zh
子宫悸动,心动,zh
戳脸颊,调皮,zh
突然死机,难为情,zh
快乐地上下蹦跳,高兴,zh
轻轻皱眉,认真,zh
心慌意乱,慌张,zh
泪滴成线,哭泣,zh
科学反驳,认真,zh
绞着衣角不敢看,紧张,zh
抿嘴露出勉强的笑容,无奈,zh
不解地歪着耳朵听你说话,疑惑,zh
尾巴不安地动了动,害羞,zh
扶额露出疲惫的微笑,无奈,zh
ちょっと悪戯してみる,调皮,ja
静默,平静,zh
渴望填满,心动,zh
反感地缩脖子,厌恶,zh
惊起,惊讶,zh
冲淡,平静,zh
挂心,担心,zh
敏感度翻倍,心动,zh
泪眼婆娑,哭泣,zh
笑出声来,高兴,zh
神闲意定,平静,zh
慌张地环顾四周,慌张,zh
贪食体液,心动,zh
雌性本能,心动,zh
兴奋地拍打柜子,高兴,zh
忙乱,慌张,zh
抱膝哭泣,哭泣,zh
眼神死,难为情,zh
突然当机,难为情,zh
恶心地打了个寒颤,厌恶,zh
激动地抓着抱枕跳,高兴,zh
不甚在意,平静,zh
快乐地晃着肩膀,高兴,zh
干笑两声不再接话,无奈,zh
担心地揉着耳朵,担心,zh
认真地盯着屏幕,认真,zh
微微后仰拉开距离,厌恶,zh
兴奋地挥手,高兴,zh
了然,平静,zh
眯起眼睛,认真,zh
不高兴地鼓起脸颊,生气,zh
脸颊烧得通红,害羞,zh
威胁,生气,zh
反感地轻摇头,厌恶,zh
羞耻漏觉,难为情,zh
胸が張り裂けそう,哭泣,ja
眼神回避,紧张,zh
眼睛弯成月牙,高兴,zh
用纸团丢人,调皮,zh
激动地抓着围巾跳,高兴,zh
パニックになりそう,慌张,ja
i'm on top of the world,自信,en
低声咕哝着不满,厌恶,zh
超小声,害羞,zh
you make my knees weak,心动,en
不解地歪着耳朵听你解释,疑惑,zh
慌张地脸红,慌张,zh
手汗が止まらない,紧张,ja
肌肉僵硬,紧张,zh
波澜不惊,平静,zh
眼神放空看向天花板,无奈,zh
轻轻侧过脸,害羞,zh
激动地抓着手机跳,高兴,zh
咬着嘴唇思考,认真,zh
不解地歪着耳朵听你描述,疑惑,zh
摆弄袖口转移注意力,无奈,zh
慌乱地解释,慌张,zh
补觉,平静,zh
揉着太阳穴叹气,无奈,zh
生闷气不说话,生气,zh
哭到咬手,哭泣,zh
眼睛闪闪发亮地跳起来,高兴,zh
十拿九稳,自信,zh
呼吸变快,紧张,zh
嘴角弯得更深了,高兴,zh
冷着脸叉腰,生气,zh
disgusting beyond words,厌恶,en
拘谨,紧张,zh
小幅度地晃动身体,紧张,zh
wanted to sink into the floor,难为情,en
尾巴甩得更快了,高兴,zh
开心地跺着小碎步,高兴,zh
运筹千里,自信,zh
i hid my face in my hands,害羞,en
用手指敲桌面缓解烦躁,无奈,zh
仔细核对,认真,zh
用冰手贴脖,调皮,zh
缩成球,难为情,zh
气鼓鼓地跺脚,生气,zh
皱眉冷哼,生气,zh
厌恶地搓了搓手,厌恶,zh
哭到蜷缩,哭泣,zh
依赖雄性素,心动,zh
吓得闭上眼,害怕,zh
不安地摆弄尾巴,担心,zh
平复,平静,zh
feeling absolutely thrilled,高兴,en
忧虑地叹气,担心,zh
兴奋地跳着转圈,高兴,zh
偷偷撇开目光,害羞,zh
开心地小跑着转圈,高兴,zh
冷眼旁观,平静,zh
轻轻捂住鼻子,厌恶,zh
害怕得缩成一团,害怕,zh
feeling so proud of myself,自信,en
突然噎住,紧张,zh
手托下巴翻书,认真,zh
羞耻结巴,难为情,zh
突然软倒,紧张,zh
用手指按揉太阳穴,无奈,zh
恐惧地屏住呼吸,害怕,zh
轻轻咂嘴但没反驳,无奈,zh
突然吓人,调皮,zh
雌性荷尔蒙,心动,zh
超出预期,惊讶,zh
意味が全くわからない,疑惑,ja
低声自言自语,认真,zh
突然打了个寒颤,害怕,zh
嘟囔着抗议,生气,zh
偷偷系围巾,调皮,zh
假装要捏耳,调皮,zh
心平气和,平静,zh
轻轻抽了口冷气,害怕,zh
脸颊气鼓鼓,生气,zh
看着屏幕若有所思,认真,zh
轻轻拉住自己的袖口,害羞,zh
激动地抓着水杯跳,高兴,zh
濡湿,心动,zh
释然,平静,zh
职业素养崩溃,慌张,zh
自分を信じて頑張る,自信,ja
啪嗒啪嗒拍爪子,高兴,zh
垂死挣扎,难为情,zh
哭到发抖,哭泣,zh
哭到喘不过气,哭泣,zh
担忧地看着,担心,zh
用发圈弹人,调皮,zh
焦虑地咬着指甲,担心,zh
惊愕地张大嘴,惊讶,zh
抽泣,哭泣,zh
耳朵微微垂下,害羞,zh
泪落无声,哭泣,zh
厌恶地别过脸,厌恶,zh
あなたに会うと胸が高鳴る,心动,ja
用尾巴挡住半边身体,无奈,zh
手心冒汗,紧张,zh
焦虑地抓着尾巴尖,担心,zh
依赖支配者,心动,zh
把扣子解开,调皮,zh
意兴阑珊,平静,zh
咬吸管玩,调皮,zh
按着太阳穴思考,认真,zh
不安地搓着袖子,慌张,zh
分泌爱液,心动,zh
喘息急促,心动,zh
用指甲轻轻刮脖子,无奈,zh
坚定地注视着,认真,zh
困惑地眨巴着眼睛,疑惑,zh
自喜,自信,zh
愕然地盯着看,惊讶,zh
晃指,自信,zh
吐露爱语,心动,zh
把手背贴在额头上,无奈,zh
大眼睛扑闪扑闪,高兴,zh
嘴角抽搐但保持沉默,无奈,zh
无欲则刚,平静,zh
泪眼模糊,哭泣,zh
欢呼着举起双手,高兴,zh
不自觉地翘起嘴角,高兴,zh
困惑地歪着脑袋思考你的问题,疑惑,zh
i feel sick just looking at it,厌恶,en
疑惑地歪着头发出呜声,疑惑,zh
噘着嘴鼓腮帮,生气,zh
不悦地眨了眨眼,厌恶,zh
困惑地歪着脑袋发出困惑的声音,疑惑,zh
无语,无奈,zh
把外套袖子卷了又放,无奈,zh
快乐地晃着手指,高兴,zh
急得直跺脚,紧张,zh
羞耻漏音,难为情,zh
委屈地抽泣,哭泣,zh
突然扑咬,生气,zh
激动地抓着沙发跳,高兴,zh
把脸转向一边不说话,无奈,zh
渴求,心动,zh
好きすぎて困る,心动,ja
瞬间脸红,害羞,zh
核爆级羞耻,难为情,zh
惊恐地捂住嘴,害怕,zh
用尾巴挡住鼻子,厌恶,zh
深呼吸,平静,zh
紧张地绞手指,紧张,zh
认真地分析,认真,zh
黑化,调皮,zh
泪滴晶莹,哭泣,zh
快乐地晃着脑袋,高兴,zh
诧异地扭头,惊讶,zh
躲到你身后探出半个头,害怕,zh
羞耻漏勺,难为情,zh
发呆,平静,zh
小声地吞了口唾沫,害怕,zh
满足地眯起眼睛,高兴,zh
扭腰磨蹭,心动,zh
渴求受种,心动,zh
站立不稳,慌张,zh
高兴,高兴,zh
眯一会,平静,zh
扶额闭眼深呼吸,无奈,zh
兴奋地抓着你的手臂摇晃,高兴,zh
羞耻漏格,难为情,zh
泪染被单,哭泣,zh
主动侍奉,心动,zh
手托着下巴,认真,zh
坐立不安,紧张,zh
疑惑地歪着尾巴表示困惑,疑惑,zh
生气地晃着尾巴,生气,zh
沉默地咀嚼信息,认真,zh
呼吸变得急促,害怕,zh
躲到你身后发抖,害怕,zh
不安地咬着嘴唇,担心,zh
惊慌失措,慌张,zh
兴奋地拍打房门,高兴,zh
开心地拍手雀跃,高兴,zh
吃惊地捏自己一下,惊讶,zh
叉着腰冷哼,生气,zh
快乐地前后晃动椅子,高兴,zh
专注地观看视频,认真,zh
把脸埋进手掌里叹气,无奈,zh
feeling butterflies in my stomach,紧张,en
哭红鼻尖,哭泣,zh
哺乳渴望,心动,zh
害羞地偷偷瞄了一眼,害羞,zh
惊退,惊讶,zh
吐息温热,心动,zh
用尾巴轻轻缠住手腕,无奈,zh
害怕地捂住脸,害怕,zh
紧盯着目标,认真,zh
悄悄躲在你身后,害羞,zh
措手不及,慌张,zh
激动地来回踱步,高兴,zh
用橡皮筋射,调皮,zh
困惑地皱起眉头,疑惑,zh
焦虑地搓着手指,担心,zh
躺平,平静,zh
神情慌乱,慌张,zh
満面の笑みが止まらない,高兴,ja
突然扑过来,高兴,zh
兴奋地抓住你的手,高兴,zh
羞耻窒息,难为情,zh
把头发打结,调皮,zh
信じられないことが起きた,惊讶,ja
纳闷,疑惑,zh
手指发抖,紧张,zh
結果が心配で仕方ない,担心,ja
耳朵红红的,害羞,zh
情欲涌动,心动,zh
泪腺决堤,哭泣,zh
深い悲しみに包まれている,哭泣,ja
惊恐地瞪大眼,害怕,zh
不安地来回张望,紧张,zh
脸红着轻轻点头,害羞,zh
害怕地后退一步,害怕,zh
嘴角微抿,认真,zh
恥ずかしくて消えたい,难为情,ja
厌恶地绷着脸,厌恶,zh
昏昏欲睡,平静,zh
宁静,平静,zh
静静地整理思绪,认真,zh
頭が混乱している,疑惑,ja
泣不成声,哭泣,zh
仔细倾听,认真,zh
偷偷瞄了你一眼,害羞,zh
装傻,调皮,zh
屈服性支配,心动,zh
小声,害羞,zh
叉腰,自信,zh
哭到咳嗽,哭泣,zh
見るのも嫌な気分,厌恶,ja
慌乱地抓头发,慌张,zh
撩发,自信,zh
疑惑地歪着头表示怀疑,疑惑,zh
恬淡,平静,zh
温柔,害羞,zh
睡眼惺忪,平静,zh
尽在掌握,自信,zh
惊惶失措,慌张,zh
everything is going perfectly,平静,en
皱着鼻子轻哼一声,厌恶,zh
把外套拉链拉上拉下,无奈,zh
淡泊,平静,zh
眼神躲躲闪闪,害羞,zh
做出夸张的嫌弃表情,厌恶,zh
紧张得呼吸急促,紧张,zh
手插兜皱眉,生气,zh
誇りに思っている,自信,ja
羞耻漏色,难为情,zh
偷偷瞥了你一眼,害羞,zh
从指缝里偷看你,害羞,zh
抓了抓头发叹气,无奈,zh
咬唇落泪,哭泣,zh
羞耻漏识,难为情,zh
咬着笔杆思索,认真,zh
安之若素,平静,zh
気になって気になって,担心,ja
紧张地攥紧衣角,担心,zh
红着眼眶,哭泣,zh
困惑地歪着头思考问题,疑惑,zh
厌恶地咬着下唇,厌恶,zh
子宫收缩快感,心动,zh
情热难耐,心动,zh
惊叫,惊讶,zh
掌控节奏,自信,zh
淡然,平静,zh
假装要头槌,调皮,zh
担心地望向远处,担心,zh
把手插在口袋里晃悠,无奈,zh
沉默,平静,zh
捏了捏自己的衣角,害羞,zh
魂不守舍,慌张,zh
潮吹失禁,心动,zh
用指甲轻轻刮裤子,无奈,zh
镇定自若,平静,zh
快乐地左右摇摆,高兴,zh
兴奋地拍打树干,高兴,zh
低头不敢看你,害羞,zh
紧张得脖子僵硬,紧张,zh
恐惧地紧闭嘴巴,害怕,zh
紧盯着数据,认真,zh
渴望触碰,心动,zh
踩影子,调皮,zh
困意绵绵,平静,zh
激动地扑腾着尾巴,高兴,zh
叹为观止,惊讶,zh
惊魂未定,惊讶,zh
背后冒出冷汗,紧张,zh
吓得咬嘴唇,害怕,zh
渴望侵入,心动,zh
开心地摇耳朵,高兴,zh
害羞,害羞,zh
翻着白眼嘟嘴,生气,zh
i want to be close to you,心动,en
悄悄低下头,害羞,zh
i'm terrified of what might happen,害怕,en
耳尖泛红,心动,zh
吓得僵住,害怕,zh
捂着被敲的地方,害怕,zh
技术恐吓,生气,zh
惊讶地瞪圆眼睛,惊讶,zh
泪腺崩溃,哭泣,zh
沉浸在思考中,认真,zh
嫌弃地翻了个白眼,厌恶,zh
疯狂摆手,难为情,zh
激动地抓着毯子跳,高兴,zh
feeling utterly heartbroken,哭泣,en
激动地抓着帽子跳,高兴,zh
赖床,平静,zh
i miss them so much it hurts,担心,en
疑惑地眯起眼睛,疑惑,zh
嘟着嘴,生气,zh
反感地抖肩膀,厌恶,zh
嫌弃地后退了半步,厌恶,zh
乏味,平静,zh
用发夹夹袖,调皮,zh
面色骤变,惊讶,zh
轻快地晃晃身体,高兴,zh
皱眉苦思,认真,zh
疑惑地歪着尾巴思考,疑惑,zh
何が起きてるかわからない,疑惑,ja
just enjoying the peaceful moment,平静,en
捂着脸躲避,慌张,zh
愕然地愣住,惊讶,zh
疑问,疑惑,zh
认真地审视,认真,zh
手足无措地捏衣角,慌张,zh
散发费洛蒙,心动,zh
轻轻拍着自己的脸颊,高兴,zh
嫌弃地捏鼻子,厌恶,zh
i'm up to no good,调皮,en
鼓着脸颊生闷气,生气,zh
方寸大乱,慌张,zh
jumping with excitement,高兴,en
疑惑地歪着尾巴思考你的话,疑惑,zh
羞耻漏奶,难为情,zh
轻轻点头,认真,zh
大脑宕机,难为情,zh
咬着嘴唇,害羞,zh
身体空虚,心动,zh
湿濡,心动,zh
额头渗出冷汗,紧张,zh
偷偷踮脚靠近你,高兴,zh
低头玩衣角不接话,无奈,zh
抱臂,自信,zh
胃部紧缩,紧张,zh
偷偷瞟了一眼,害羞,zh
索然,平静,zh
开心地蹦跳着哼歌,高兴,zh
满脸写着拒绝,厌恶,zh
微微皱鼻露出嫌弃的表情,厌恶,zh
忧虑地攥紧手机,担心,zh
跺脚抗议,生气,zh
伸出爪子碰碰你,高兴,zh
发情期标记,心动,zh
慌乱地理了理衣服,害羞,zh
出人意料,惊讶,zh
手忙脚乱地比划着,高兴,zh
厌恶,厌恶,zh
瞳孔放大,惊讶,zh
惊慌地躲到人身后,害怕,zh
i can't stop overthinking,担心,en
厌恶地憋着气,厌恶,zh
i knew i could do it,自信,en
后仰露颈,心动,zh
心不在焉,平静,zh
猝不及防,惊讶,zh
嘟着嘴鼓起腮帮,生气,zh
this makes me absolutely livid,生气,en
快乐地扭来扭去,高兴,zh
看淡,平静,zh
红着脸缩到角落里,害羞,zh
不解地歪着头看你,疑惑,zh
害羞地低头,害羞,zh
拍拍爪子,高兴,zh
紧张地捏着衣角,担心,zh
i can feel my cheeks burning,害羞,en
慌里慌张,慌张,zh
安然,平静,zh
倦怠,平静,zh
害怕地躲起来,害怕,zh
惊呆,惊讶,zh
惊悸,惊讶,zh
睥睨,自信,zh
假装要挠人,调皮,zh
慌乱地差点摔倒,慌张,zh
托着下巴沉思,认真,zh
胸有城府,自信,zh
主动贴近,心动,zh
反感地合上眼睛,厌恶,zh
偷偷涂鸦,调皮,zh
狡黠地歪头笑,调皮,zh
安静,平静,zh
厌恶地嘁了一声,厌恶,zh
突然404,难为情,zh
疑惑地歪着头表示不太明白,疑惑,zh
紧张地看表,紧张,zh
藏起遥控,调皮,zh
惊恐地瞪圆眼睛,害怕,zh
嫌弃地摆摆手,厌恶,zh
害怕地睁大双眼,害怕,zh
不解地歪着头思考你说的话,疑惑,zh
魂飞魄散,惊讶,zh
稳操胜券,自信,zh
紧张地抓着衣角,担心,zh
